19109841,1
19113730,1
2786727667,1
3314031569,1
337282186,1
735574650286137345,1
16869878,1
817215585192988673,1
46694262,1
1222166759894999041,1
15847231,1
989915418973429760,1
101438398,1
1440724352,1
115341674,1
260465612,1
54211143,1
17560773,1
291803237,1
17984363,1
35985774,1
757217079070261249,1
42324677,1
1331514296,1
2222331979,1
2796754817,1
128414115,1
898606374,1
29942148,1
2553057878,1
363404886,1
217111235,1
122884265,1
4428076601,1
132650493,1
783520068,1
19170833,1
2759644953,1
367331554,1
217549366,1
53111253,1
1020358657761075200,1
41090015,1
285222101,1
89015469,1
1092787969990291457,1
77507355,1
1264554115130167296,1
60024180,1
27548291,1
390521434,1
90948500,1
31005268,1
946383960237514753,1
111867555,1
15878589,1
23165392,1
798639730099363840,1
509857862,1
726024774040735745,1
32660228,1
65798426,1
758701273373736961,1
152830171,1
39061781,1
34464013,1
1731928040,1
48964065,1
419249956,1
3930692783,1
1322161333677268993,1
727305385,1
20730426,1
2391825447,1
19679039,1
956307944651370496,1
237181572,1
26763188,1
876471398268641281,1
21384366,1
292039934,1
844648302263992320,1
262250891,1
29733404,1
1608349686,1
1251662396374110215,1
839431594989535232,1
34512782,1
17313768,1
17711860,1
16176794,1
2970610162,1
917564833,1
19504719,1
839119707462643713,1
772873218008817664,1
571958775,1
36006931,1
1276561198436278274,1
831231756,1
143574921,1
777580828150886401,1
20345919,1
34100961,1
2164177434,1
156892930,1
19822085,1
2730810824,1
95122364,1
1962827504,1
22440484,1
135775234,1
508776412,1
325309023,1
862773049,1
21733911,1
21054697,1
1546052299,1
1947077012,1
339103044,1
91281785,1
35393089,1
71744947,1
3311662818,1
142879045,1
1070965114139041792,1
162343797,1
4487671092,1
982631191336529922,1
70978485,1
33510483,1
52304312,1
824600810,1
2539565802,1
234098444,1
1953406406,1
403135937,1
100419232,1
798179214394540032,1
1256212467039924224,1
1070335022,1
906167502450827264,1
375655322,1
1228748994484023296,1
1346576966196015105,1
3072231138,1
155990448,1
118674844,1
18967458,1
1011027884461428736,1
1249386421330345987,1
881084904003350528,1
1091812157979852801,1
92108186,1
966085956448276480,1
220432131,1
455256540,1
1465874322,1
1256741633103745026,1
1093595799810920448,1
300250506,1
1021015293018165248,1
959870880225615873,1
1899303050,1
1117861105316106240,1
1103350010517819392,1
417968824,1
124736597,1
224907598,1
1050462346374721537,1
1162405785307140097,1
133780021,1
517912633,1
1157323011831283714,1
75986222,1
724588500306153473,1
42359568,1
1153082281671700481,1
760835280291102720,1
1330883970024706049,1
248298308,1
4353426136,1
206188647,1
917699676760973313,1
880951488,1
513679081,1
179821458,1
940247051228528640,1
3258797322,1
2834326244,1
169206259,1
752091827382124544,1
525084664,1
583712322,1
838390944,1
76903329,1
368188854,1
225714640,1
242755912,1
4719735295,1
88505774,1
236992705,1
162335135,1
590000506,1
884119350445305856,1
15939890,1
724838567969755137,1
757759104,1
815939489340256257,1
452189773,1
3390321311,1
